# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
82;0;0.513800;2.103994;9.751665;-0.345042;0.148213;0.340748;0.083351;-0.296306;-0.608486;1;-0.340337;0.948148;9.841325;-0.237964;0.760600;0.449242;0.033697;-0.034490;-1.023014;6;9.308283;-0.868510;-0.606619;7.373711;-0.501757;-2.184067;-0.582545;-0.113528;0.317842;1;0;
83;0;0.621586;2.159905;9.413015;-0.499953;0.058431;0.063724;0.098972;-0.299866;-0.647648;1;-0.804248;1.455890;9.718801;-0.240185;0.605868;0.663498;-0.018056;-0.004149;-1.023919;6;9.902016;-0.985271;-0.416388;7.064948;-0.812542;-1.814717;-0.569055;-0.145709;0.319587;1;0;
84;0;0.683295;2.160829;9.641541;-0.530744;-0.097805;0.275949;0.070373;-0.319945;-0.615381;1;-0.510939;1.117558;9.951119;-0.361035;0.790301;0.356953;-0.006041;-0.022610;-0.980142;6;9.485602;-0.985067;-0.603812;6.726754;-0.753528;-1.722087;-0.582896;-0.128068;0.287624;1;0;
85;0;0.737333;1.987739;9.471371;-0.714982;-0.191555;0.336291;0.113478;-0.314012;-0.644581;1;-0.559934;1.061667;10.346340;-0.579985;0.544453;0.015224;0.020426;-0.035637;-1.008389;6;10.073987;-0.696285;-0.651478;6.727569;-0.692980;-1.661253;-0.554662;-0.095275;0.286090;1;0;
86;0;0.510542;1.988387;9.580623;-0.840054;-0.560562;0.299986;0.084851;-0.299492;-0.647298;1;-0.626632;0.779743;9.891777;-0.887760;0.603876;-0.292714;0.033332;0.009328;-0.997326;6;10.017422;-1.276663;-0.595144;6.849668;-0.721235;-1.844936;-0.526846;-0.094867;0.286230;1;0;
87;0;0.340965;2.046435;9.691230;-0.534446;-0.619205;0.175482;0.084866;-0.316791;-0.629807;1;-0.568935;1.342988;9.950100;-0.395011;0.487488;-0.293475;0.020652;0.010325;-1.011400;6;9.425350;-0.927103;-0.664572;7.370649;-0.868513;-2.212868;-0.568775;-0.130343;0.334277;1;0;
88;0;0.393931;1.815663;9.463966;-0.809679;-0.622231;0.329565;0.084465;-0.285721;-0.650714;1;-0.463822;0.891701;9.442382;-0.115287;0.642931;-0.075908;0.032962;-0.007065;-0.981973;6;9.600197;-0.928003;-0.781085;7.460541;-1.391035;-1.935638;-0.540959;-0.129935;0.334418;1;0;
89;0;0.684325;2.275953;9.698876;-0.844313;-1.111652;0.107035;0.069959;-0.271575;-0.653781;1;-0.737466;1.061801;10.116155;-0.732507;0.695817;0.016606;0.007531;0.039818;-0.998782;6;9.425640;-0.578400;-0.603182;6.993702;-2.005427;-1.839328;-0.540821;-0.112916;0.318053;1;0;
90;0;0.612596;2.272858;8.958673;-0.600557;-1.200269;-0.109782;0.084094;-0.289249;-0.636638;1;-0.633861;1.399142;9.609101;-1.445882;0.471746;0.075460;0.020206;-0.021388;-0.995043;6;9.829389;-0.813874;-1.135630;6.767957;-2.856706;-2.415133;-0.554800;-0.112294;0.302455;1;0;
91;0;0.280080;2.447844;9.521247;-0.941257;-1.473217;-0.573258;0.068459;-0.268389;-0.614969;1;-0.855923;0.273200;9.886515;-1.505254;0.655353;0.015582;0.007676;0.010249;-1.011124;6;9.364288;-0.520684;-0.723849;6.150612;-3.540705;-1.553886;-0.568917;-0.128690;0.303222;1;0;
92;0;0.690059;2.047393;9.982177;-1.220245;-1.527972;-1.278711;0.070731;-0.299117;-0.646949;1;-0.679685;0.949032;10.117269;-1.720384;0.744403;0.047122;-0.005231;-0.034715;-1.022187;6;9.419038;-0.579883;-0.962623;5.631813;-4.204812;0.376615;-0.527402;-0.144271;0.304269;1;0;
93;0;0.620349;2.331988;9.356886;-1.160641;-1.773195;-1.313536;0.085237;-0.313263;-0.643883;1;-0.853267;0.780316;10.056861;-2.213291;0.859985;0.171187;0.046603;0.010475;-1.011951;6;9.899970;-0.578986;-0.474565;4.659253;-4.700919;3.652785;-0.555080;-0.127660;0.287764;1;0;
94;0;0.563260;2.102264;9.354807;-1.469284;-1.768368;-1.864597;0.083365;-0.313605;-0.590995;1;-1.083636;0.837078;10.052072;-2.185164;0.645523;0.199906;0.033037;0.008256;-0.982976;6;9.488343;-1.216877;-0.484987;4.082406;-5.589449;6.562707;-0.555355;-0.161698;0.320494;1;0;
95;0;0.509222;2.275353;9.524977;-1.593110;-1.827971;-2.079887;0.083351;-0.296306;-0.608486;1;-1.083097;0.555425;10.051835;-1.496072;-1.032236;0.214605;0.007010;-0.007215;-0.981421;6;9.727459;-0.635668;-0.238486;3.714768;-5.781560;7.267940;-0.554729;-0.113120;0.317983;1;0;
96;0;0.681068;2.160346;9.527834;-1.407354;-1.707313;-1.802447;0.070759;-0.333716;-0.611966;1;-1.014113;0.274092;10.562563;1.438588;-3.304571;1.735779;0.020501;-0.020316;-1.009393;6;9.305002;-0.404396;-0.724455;2.976544;-5.601322;7.330883;-0.526917;-0.094041;0.270703;1;0;
97;0;0.395210;1.586138;9.519854;-1.955739;-1.406392;-1.458627;0.057367;-0.308985;-0.657260;1;-0.669152;0.498767;10.570007;3.705481;-4.664376;3.080525;0.020432;0.024573;-0.998054;6;9.309404;-0.403408;-0.484827;2.241623;-5.365264;7.913148;-0.541451;-0.142822;0.273144;1;0;
98;0;0.405066;1.818075;10.032497;-1.001481;-1.038387;-0.995370;0.083351;-0.296306;-0.608486;1;-0.611263;0.329668;10.571073;6.825401;-6.934609;4.632706;0.034368;0.043184;-1.042382;6;9.133030;-0.693383;-0.489365;0.766492;-5.628218;9.172910;-0.540266;-0.063512;0.300014;1;0;
99;0;0.687542;2.449001;9.870160;-0.691430;-0.765583;-0.531808;0.055853;-0.288500;-0.635940;1;-0.771548;0.161474;11.133700;8.635435;-12.710736;5.193298;-0.018942;-0.007365;-0.980870;6;9.423169;-0.462743;-0.722501;-0.648563;-6.136287;10.494767;-0.568637;-0.113324;0.317912;1;0;
100;0;0.457908;1.759627;9.805957;-0.567537;-0.580967;-0.498496;0.041732;-0.288125;-0.635591;1;-1.939775;-0.229011;12.977088;-6.797284;-28.733294;5.668974;0.046158;-0.021238;-0.995594;6;8.941136;-0.463887;-1.270467;-2.561305;-6.730959;11.146409;-0.554241;-0.081561;0.331836;1;0;
101;0;0.852831;2.160222;9.531175;-0.936835;-0.953901;-0.288818;0.042118;-0.301896;-0.632175;1;-1.045192;0.331574;11.807473;13.059991;-38.212170;11.787270;-0.018352;-0.005221;-1.009569;6;9.545313;-0.810727;-0.542063;-4.500236;-6.930930;12.071358;-0.540892;-0.112090;0.302525;1;0;
102;0;0.509429;1.988146;9.523770;-1.425864;-0.803574;-0.192964;0.027626;-0.305050;-0.617750;1;-1.582660;2.247165;11.061891;13.739954;-47.665715;14.221806;0.046528;-0.004846;-1.010948;6;9.012797;-0.693607;-0.611379;-6.618434;-7.111380;14.005554;-0.527473;-0.143444;0.288742;1;0;
103;0;0.455515;1.988911;9.693216;-2.069557;-0.837659;-0.160997;0.070359;-0.302645;-0.632873;1;0.468395;2.244815;12.803390;-8.991230;-59.549616;14.424500;0.007826;0.040890;-1.013131;6;9.256970;-0.866645;-0.188371;-7.958003;-6.682969;16.484256;-0.568358;-0.097958;0.332603;1;0;
104;0;0.629588;1.874386;9.809780;-2.621459;-0.933473;-0.068962;0.056624;-0.316042;-0.629108;1;-2.786108;2.815354;14.037668;5.983362;-70.648724;5.200930;-0.005156;-0.019395;-1.023191;6;9.656587;-1.219260;-0.960941;-7.874282;-5.358609;18.586766;-0.526701;-0.115191;0.364707;1;0;
105;0;0.511946;1.586538;9.635787;-2.926525;-0.751208;-0.003785;0.083337;-0.279006;-0.625978;1;-1.436446;1.797491;12.479919;7.667885;-83.480875;9.945657;-0.031547;0.008953;-0.995947;6;9.662090;-1.218024;-0.661407;-7.914536;-3.754026;20.168768;-0.540825;-0.094245;0.270632;1;0;
106;0;0.335563;1.815463;9.405999;-2.805677;-0.870782;-0.251420;0.055853;-0.288500;-0.635940;1;-1.476009;1.234957;13.271190;-2.482585;-94.512686;11.800891;-0.018942;-0.007365;-0.980870;6;10.005182;-1.221306;-1.253873;-8.330256;-1.395183;19.669931;-0.513006;-0.112508;0.318193;1;0;
107;0;0.454526;1.816345;9.635639;-2.560869;-0.680726;-0.647720;0.069959;-0.271575;-0.653781;1;-1.351554;0.784429;13.669706;4.546244;-107.481528;14.698898;-0.045264;-0.023907;-0.964965;6;10.607428;-1.684792;-0.645777;-9.745426;0.208330;17.925057;-0.596240;-0.116211;0.364356;1;0;
108;0;0.631815;1.874869;9.923486;-2.162329;-0.585279;-0.769988;0.055867;-0.305799;-0.618448;1;-0.944970;0.783817;13.848087;10.955739;-120.437196;18.922220;-0.031623;-0.006368;-0.994944;6;10.423257;-0.988711;-0.945646;-11.851593;1.243660;14.687657;-0.526776;-0.095693;0.301758;1;0;
109;0;1.193142;1.986925;9.366573;-2.037496;-0.215576;-0.795007;0.084851;-0.299492;-0.647298;1;-1.362411;1.403686;13.217111;17.704557;-133.677917;20.306721;-0.097243;-0.039528;-0.962858;6;10.721214;-1.279272;-0.821567;-13.480345;1.224314;10.078197;-0.567802;-0.048554;0.314564;1;0;
110;0;0.565611;1.930422;9.467789;-1.300613;0.128343;-1.006216;0.098600;-0.303395;-0.633572;1;-0.452590;0.950843;12.669678;15.018192;-143.375535;19.838254;-0.110364;-0.010034;-0.950240;6;9.777901;-1.683644;-0.840904;-15.765365;-0.022519;5.629964;-0.554662;-0.095275;0.286090;1;0;
111;0;0.397106;2.046153;9.635491;-1.544490;0.217308;-0.820059;0.042132;-0.319196;-0.614683;1;-0.789629;1.008152;13.058949;14.234879;-151.462214;20.682161;-0.123415;-0.025429;-0.948961;6;9.554076;-1.738460;-0.186577;-17.302076;-1.530940;3.075359;-0.499239;-0.110651;0.287208;1;0;
112;0;0.905590;2.216657;9.305117;-2.002982;0.274191;-0.603138;0.056624;-0.316042;-0.629108;1;0.474801;0.160681;12.914915;11.466619;-155.739922;17.092071;-0.110734;-0.026426;-0.934887;6;8.912331;-1.619092;0.221160;-16.947336;-3.332469;2.899290;-0.540054;-0.065991;0.346597;1;0;
113;0;0.859388;2.333994;9.873017;-2.427695;0.572553;0.016293;0.098586;-0.286095;-0.651063;1;0.340651;-0.008854;12.006121;12.649688;-155.247487;14.477445;-0.163009;-0.043119;-0.918430;6;9.095017;-1.676337;0.523749;-15.388572;-5.287956;3.239177;-0.568775;-0.130343;0.334277;1;0;
114;0;-0.170695;1.645441;9.850079;-2.699755;0.779434;0.633795;0.097829;-0.275853;-0.640403;1;0.461526;0.779842;12.349041;7.398683;-148.092877;13.064510;-0.162783;0.002843;-0.921441;6;9.453361;-2.082938;0.708342;-12.283927;-6.842436;3.785499;-0.540404;-0.080531;0.316379;1;0;
115;0;0.452133;2.045629;9.522898;-2.821303;0.713226;1.001083;0.070388;-0.337244;-0.597890;1;-0.275663;-2.377797;7.178883;14.941266;-138.760988;3.822223;-0.188961;-0.043269;-0.917879;6;8.686421;-2.197334;0.693542;-9.999009;-7.430535;5.247101;-0.540963;-0.111263;0.286997;1;0;
116;0;0.798425;1.299123;9.640148;-2.725657;0.890745;1.647714;0.042118;-0.301896;-0.632175;1;-5.441289;-2.761841;7.749425;-8.404615;-108.263002;-13.033791;-0.228033;-0.013925;-0.904709;6;9.632185;-2.373476;0.770314;-7.469600;-8.230916;6.617154;-0.568149;-0.081766;0.331766;1;0;
117;0;0.800196;1.931462;9.756509;-2.662800;0.886512;2.046143;0.082965;-0.282535;-0.611902;1;-7.642424;-2.816982;4.362911;-4.826421;-82.241517;-16.286620;-0.241895;-0.017215;-0.861384;6;9.508805;-1.967662;0.530216;-4.327233;-8.370024;6.361921;-0.512864;-0.114160;0.349249;1;0;
118;0;0.684408;2.161070;9.698394;-2.416499;0.947034;2.230423;0.068844;-0.282160;-0.611553;1;-7.475575;-3.941863;6.686604;-43.317233;-37.551732;-6.440195;-0.254726;-0.046859;-0.873451;6;10.041456;-2.142858;0.599285;-0.447571;-7.445675;4.081710;-0.554591;-0.096101;0.301618;1;0;
119;0;0.856337;1.931179;9.700769;-2.322676;0.973328;2.659925;0.041747;-0.305425;-0.618099;1;-7.546062;-3.263880;8.837060;-32.113807;13.202822;0.454837;-0.215353;-0.014922;-0.890635;6;10.214798;-1.969777;0.423607;2.589583;-6.408679;5.410579;-0.540054;-0.065991;0.346597;1;0;
120;0;0.626988;2.390877;9.698245;-2.075469;1.156429;2.876861;0.098214;-0.289624;-0.636987;1;-6.247791;-3.718046;7.618414;-15.783357;34.622161;5.613518;-0.215428;-0.030242;-0.889632;6;10.506287;-2.319897;0.187999;4.567417;-4.360994;3.284731;-0.567799;-0.067226;0.361985;1;0;
121;0;0.571345;1.701862;9.751089;-1.648028;1.131873;2.507222;0.084108;-0.306548;-0.619146;1;-5.532295;-3.608066;6.104956;-17.649561;45.584970;3.748037;-0.266816;-0.043719;-0.916224;6;11.030850;-1.857741;-0.099654;6.303830;-1.672115;1.187296;-0.513006;-0.112508;0.318193;1;0;
122;0;0.739809;1.643572;9.583629;-1.219146;1.447451;1.959101;0.055496;-0.309328;-0.604372;1;-5.521523;-3.551309;6.614760;-29.921384;61.207665;-4.522504;-0.266741;-0.028398;-0.917228;6;10.556811;-1.508451;-0.166881;6.648216;0.461520;-0.932974;-0.554170;-0.082388;0.347364;1;0;
123;0;0.918004;1.989544;9.929536;-0.699556;1.360122;1.741513;0.084480;-0.303020;-0.633222;1;-5.790955;-2.423354;7.572537;-34.976716;80.836001;-11.668282;-0.241524;-0.000823;-0.876738;6;10.500110;-2.030753;-0.110300;5.826077;1.491094;-6.130453;-0.526705;-0.096519;0.317286;1;0;
124;0;0.225467;1.873952;9.631426;-0.117752;1.646032;1.161799;0.069988;-0.306174;-0.618797;1;-5.948606;-2.704114;8.248348;-28.725560;98.373081;-14.818128;-0.200675;0.036474;-0.965670;6;9.557918;-1.970022;-0.007846;4.842480;2.816779;-7.477911;-0.540262;-0.082184;0.347434;1;0;
125;0;0.685646;1.988986;9.754523;-0.518504;1.337898;1.065942;0.041361;-0.291654;-0.621515;1;-5.138502;-2.367450;8.492116;-20.314773;111.078264;-15.486457;-0.240048;0.004536;-0.948486;6;9.374017;-1.390093;-0.308209;4.460173;3.991013;-5.801261;-0.540262;-0.082184;0.347434;1;0;
126;0;0.628226;2.218794;9.754375;-0.335455;1.341190;0.850794;0.040989;-0.295182;-0.607439;1;-4.522529;-2.200308;7.712602;-19.167023;118.722889;-15.563604;-0.240639;0.002392;-0.919787;6;9.438670;-1.447068;-0.007821;4.317160;4.466032;-4.458298;-0.555076;-0.146331;0.335185;1;0;
127;0;0.510169;2.505361;9.582795;0.217827;1.558192;0.914064;0.042118;-0.301896;-0.632175;1;-4.177437;-1.412280;7.777159;-24.516582;123.216483;-14.968306;-0.239678;0.020929;-0.963840;6;9.432472;-1.622780;-0.368005;4.362687;4.345055;-1.615607;-0.568775;-0.130343;0.334277;1;0;
128;0;1.086386;2.046138;9.762559;0.338149;1.471437;0.482958;0.111206;-0.283284;-0.612601;1;-4.229605;-1.073952;8.059432;-28.565356;125.865977;-10.968477;-0.187039;-0.006196;-1.005984;6;9.143434;-1.853172;-0.074961;4.091589;4.238732;-0.299924;-0.554103;-0.064543;0.315471;1;0;
129;0;0.460792;2.392208;9.979170;0.642805;1.321643;0.264972;0.068859;-0.299459;-0.594061;1;-4.048208;-0.566921;8.516603;-31.084715;127.625093;-3.708504;-0.213066;-0.021667;-1.004429;6;9.380174;-2.144093;-0.071796;3.665073;4.165281;0.741110;-0.554729;-0.113120;0.317983;1;0;
130;0;0.625217;1.758538;9.581885;0.891221;1.751640;0.393917;0.070002;-0.323473;-0.601305;1;-3.979655;-0.622933;9.027521;-32.787616;128.186485;5.574987;-0.187253;0.068262;-0.982303;6;9.560929;-2.317984;0.110485;2.777280;4.522528;1.384447;-0.554450;-0.097754;0.332673;1;0;
131;0;0.681192;1.988021;9.527110;1.199009;1.843180;0.578526;0.042118;-0.301896;-0.632175;1;-3.629750;-0.454398;9.261475;-34.810640;125.492727;15.380920;-0.198608;0.043977;-1.066119;6;9.555447;-1.854365;-0.127165;1.627190;4.070289;0.351625;-0.568566;-0.114150;0.333440;1;0;
132;0;0.225550;1.759069;9.630944;0.769263;1.811836;0.456582;0.055867;-0.305799;-0.618448;1;-2.921634;-1.300033;10.011585;-36.205607;118.732867;25.023770;-0.172952;0.043055;-1.052320;6;9.610736;-2.145869;-0.366928;1.737919;3.411620;-0.990396;-0.568499;-0.096306;0.301548;1;0;
133;0;0.623731;2.275271;9.527204;0.833298;1.991992;0.858007;0.111949;-0.276227;-0.640752;1;-2.352001;-0.681664;9.797637;-39.592976;110.611175;32.832675;-0.159015;0.061667;-1.096649;6;9.138337;-2.028637;-0.375237;2.658654;3.236765;-1.512459;-0.554521;-0.096928;0.317146;1;0;
134;0;0.685895;1.644337;9.753075;0.497021;1.894051;1.225396;0.084866;-0.316791;-0.629807;1;-1.878742;-1.020036;10.373420;-43.335756;103.451710;37.999569;-0.184671;0.062588;-1.110447;6;9.679386;-2.027627;0.173829;2.529396;3.061293;-2.336339;-0.526913;-0.112712;0.318123;1;0;
135;0;0.567880;1.873463;9.581254;0.930534;2.227497;1.812253;0.069602;-0.292403;-0.622213;1;-1.803606;-1.357463;11.167299;-45.029562;99.361503;41.657173;-0.157463;0.082346;-1.169401;6;9.195557;-2.203494;-0.494692;2.327148;2.068813;-4.042348;-0.540963;-0.111263;0.286997;1;0;
136;0;0.276822;2.332237;9.350205;0.566722;2.558612;2.278695;0.027240;-0.291279;-0.621165;1;-1.931472;-1.019738;10.598770;-44.682298;97.870215;45.465630;-0.144117;0.098814;-1.185030;6;8.906829;-1.620328;-0.078374;1.902342;0.436333;-6.050087;-0.568429;-0.097132;0.317075;1;0;
137;0;0.795950;1.643289;9.527890;0.443420;2.466193;2.246880;0.069573;-0.257804;-0.657197;1;-0.846861;-1.303818;10.168385;-50.198771;99.106845;47.169199;-0.155987;0.087706;-1.241150;6;9.268454;-2.491043;0.224055;1.982024;-0.718797;-6.717212;-0.568637;-0.113324;0.317912;1;0;
138;0;0.631484;2.334401;9.925416;0.138250;2.554871;2.433205;0.085266;-0.347861;-0.608899;1;-0.550980;-0.459020;10.628258;-62.922273;101.750383;44.657132;-0.130626;0.085712;-1.213002;6;9.091291;-1.967706;0.282885;2.372392;-1.659948;-7.264235;-0.540404;-0.080531;0.316379;1;0;
139;0;0.509678;1.643497;9.522322;-0.471895;2.762958;2.806352;0.070359;-0.302645;-0.632873;1;-0.198442;-0.403051;10.975396;-75.153424;103.991823;38.965922;-0.115723;0.183069;-1.291048;6;8.914782;-2.199605;0.278595;3.751663;-2.570739;-7.448250;-0.554379;-0.098580;0.348201;1;0;
140;0;0.227694;1.874435;9.745132;-0.864559;3.088714;3.732796;0.083722;-0.292777;-0.622562;1;0.215503;-0.459709;11.493568;-80.876525;105.250737;32.129522;-0.063384;0.094662;-1.329178;6;9.256349;-2.493762;-0.434921;5.377777;-3.480953;-7.602600;-0.554591;-0.096101;0.301618;1;0;
141;0;0.461000;2.105000;9.977964;-1.196757;3.323257;4.596245;0.069602;-0.292403;-0.622213;1;0.174885;0.160745;12.342474;-80.352338;106.956711;25.271860;-0.011180;0.156244;-1.334296;6;9.264457;-2.666260;-0.016315;6.722837;-4.757962;-7.876426;-0.527260;-0.145923;0.335325;1;0;
142;0;0.913592;1.931138;9.701882;-0.556211;3.209942;4.009884;0.055481;-0.292028;-0.621864;1;0.462628;0.836220;12.405728;-77.166423;111.481611;18.906921;0.015444;0.234068;-1.354215;6;9.086889;-1.968695;0.043258;7.758464;-5.940838;-8.485749;-0.569125;-0.144883;0.304059;1;0;
143;0;0.684698;1.758979;9.696705;-0.066637;3.183238;3.854705;0.098972;-0.299866;-0.647648;1;-0.115421;1.456886;12.337521;-72.770387;118.954783;13.836361;0.016624;0.238356;-1.411614;6;9.146310;-2.143058;0.043616;8.453035;-7.214484;-9.307325;-0.582754;-0.129721;0.318679;1;0;
144;0;0.451144;1.873063;9.465321;0.240139;3.402918;3.581387;0.056624;-0.316042;-0.629108;1;0.002343;1.344104;12.453123;-64.956579;125.605886;9.870256;0.069194;0.256120;-1.442420;6;8.962099;-2.376688;-0.380022;9.127599;-8.012062;-8.847551;-0.554729;-0.113120;0.317983;1;0;
145;0;0.626289;1.816221;9.638979;0.604041;3.353255;2.690179;0.069616;-0.309702;-0.604721;1;0.173962;1.907086;12.457224;-52.510480;127.403231;7.462692;0.120802;0.255349;-1.429173;6;8.974203;-2.373968;0.278954;9.684890;-8.169625;-8.207041;-0.554867;-0.130139;0.334348;1;0;
146;0;0.566600;2.102987;9.525366;0.511487;3.448497;2.385319;0.071131;-0.330188;-0.626042;1;0.749400;2.018670;12.469408;-41.166569;125.173603;4.952524;0.186128;0.287436;-1.446909;6;9.380153;-2.608948;-0.133680;9.687542;-8.174669;-7.718051;-0.554170;-0.082388;0.347364;1;0;
147;0;0.455681;1.759145;9.692251;0.542181;3.761517;1.899637;0.069216;-0.278632;-0.625629;1;1.202324;1.566831;12.082222;-30.632310;119.967656;1.518082;0.276664;0.286890;-1.434490;6;9.144514;-2.317781;-0.076939;9.875820;-7.993943;-7.383424;-0.555009;-0.128486;0.303292;1;0;
148;0;0.459969;1.989876;9.920628;0.147240;4.093877;2.243518;0.083337;-0.279006;-0.625978;1;1.483113;1.453347;11.748334;-22.308464;113.389828;-2.609978;0.289571;0.331854;-1.423426;6;8.730166;-2.259007;-0.144302;9.531789;-8.141168;-8.053818;-0.582195;-0.098988;0.348061;1;0;
149;0;0.503447;2.561355;9.241918;-0.245269;4.481790;3.109641;0.083737;-0.310077;-0.605071;1;1.702495;1.452489;11.243414;-18.640781;107.488478;-6.796672;0.367722;0.333376;-1.439431;6;8.897445;-2.319713;-0.680410;9.563303;-7.862928;-8.330308;-0.568495;-0.114977;0.348968;1;0;
150;0;0.630287;2.449043;9.869046;-0.362839;4.998782;3.547724;0.069602;-0.292403;-0.622213;1;1.644583;1.001905;11.185186;-15.554285;102.153909;-9.775887;0.380327;0.317059;-1.424353;6;9.074494;-2.320118;-0.677108;9.008814;-7.990113;-8.052645;-0.555009;-0.128486;0.303292;1;0;
151;0;0.455929;1.414496;9.690803;-0.048857;5.886203;4.021251;0.085623;-0.327034;-0.640467;1;1.423884;1.059046;11.633514;-10.176987;97.387133;-10.805466;0.405544;0.344634;-1.383862;6;9.062814;-2.032210;-1.274941;8.759486;-8.327467;-8.050132;-0.568566;-0.114150;0.333440;1;0;
152;0;0.221096;1.758104;9.403531;0.412676;6.133503;4.085276;0.083722;-0.292777;-0.622562;1;1.806269;0.437802;10.621942;-3.477721;92.260438;-10.481152;0.457077;0.328542;-1.369612;6;9.492278;-2.436226;-0.430272;8.238424;-8.552609;-7.160901;-0.554796;-0.130965;0.349875;1;0;
153;0;0.228724;1.989559;9.802468;1.574034;6.336191;2.950538;0.055853;-0.288500;-0.635940;1;1.457681;0.212985;10.444580;1.062012;84.959106;-9.871934;0.457152;0.343863;-1.370616;6;9.426950;-2.088871;-0.729424;8.206003;-9.201684;-6.515901;-0.540959;-0.129935;0.334418;1;0;
154;0;0.338862;1.873628;9.576800;1.601498;6.564662;1.788807;0.070759;-0.333716;-0.611966;1;2.427292;0.492473;10.068892;2.022734;75.558592;-9.255647;0.496445;0.300270;-1.397131;6;9.732185;-2.668329;-0.247139;8.850833;-9.753086;-6.209991;-0.513423;-0.144893;0.319867;1;0;
155;0;0.682471;1.758497;9.582998;2.269561;6.460531;0.405144;0.085609;-0.309734;-0.657959;1;1.912722;0.549916;10.227978;1.914627;64.760219;-7.945084;0.547689;0.343316;-1.358196;6;9.151542;-2.025670;0.343645;8.998115;-10.049897;-7.034262;-0.554517;-0.115599;0.364566;1;0;
156;0;0.338862;1.873628;9.576800;2.751739;6.330024;-1.438446;0.085223;-0.295963;-0.661374;1;2.301820;0.210609;9.556480;2.176665;53.991472;-5.863225;0.572020;0.367676;-1.274656;6;9.262817;-2.434203;-0.075233;9.520080;-10.136938;-7.310787;-0.554450;-0.097754;0.332673;1;0;
157;0;0.622949;1.815497;9.468420;2.262276;6.888542;-2.102662;0.084108;-0.306548;-0.619146;1;2.767394;0.097276;9.792615;1.441696;44.986590;-3.672126;0.545993;0.352205;-1.273101;6;9.392414;-2.199449;0.586933;10.286130;-10.125025;-8.199886;-0.541239;-0.145301;0.319727;1;0;
158;0;-0.057589;2.047208;9.797142;2.319502;6.806717;-2.993540;0.042132;-0.319196;-0.614683;1;3.047968;0.096452;9.458822;-0.133286;37.875479;-2.141069;0.546068;0.367526;-1.274105;6;8.846247;-2.840779;-0.324294;11.608965;-10.207607;-8.632134;-0.527051;-0.129731;0.334488;1;0;
159;0;0.281400;2.160877;9.576893;2.377828;6.533901;-3.304827;0.070731;-0.299117;-0.646949;1;2.694437;-0.072225;9.054949;-2.242647;29.965291;-1.389082;0.571204;0.319571;-1.242946;6;9.498321;-2.667294;-0.131727;12.720290;-10.361281;-8.177012;-0.582266;-0.098162;0.332533;1;0;
160;0;0.574436;2.047235;9.923096;2.778258;7.155944;-3.786567;0.069988;-0.306174;-0.618797;1;3.563077;-0.242643;9.299499;-3.998761;20.565493;-1.946396;0.584035;0.349215;-1.230879;6;9.199824;-2.144429;-0.254818;14.322308;-10.787523;-7.814048;-0.527118;-0.147576;0.366381;1;0;
161;0;0.917963;2.046986;9.929777;3.425388;8.494632;-5.024090;0.084851;-0.299492;-0.647298;1;3.561091;-0.468060;9.186030;-4.433472;10.515283;-3.711398;0.637195;0.369123;-1.290385;6;9.094281;-2.780523;0.339331;15.744167;-10.664801;-7.361368;-0.554517;-0.115599;0.364566;1;0;
162;0;0.572375;1.816986;9.808425;2.087343;10.962087;-6.329569;0.083722;-0.292777;-0.622562;1;3.403139;0.039854;9.919145;-3.008662;0.890652;-6.087214;0.622888;0.334119;-1.230703;6;9.861917;-2.491651;0.414780;16.771462;-10.493377;-5.837843;-0.540680;-0.114568;0.349109;1;0;
163;0;0.917880;2.161869;9.930260;-1.451582;15.280404;-9.132112;0.042132;-0.319196;-0.614683;1;3.399166;-0.410980;9.692207;0.211946;-8.347625;-7.872002;0.649430;0.336413;-1.259954;6;9.445036;-3.711786;0.042443;17.338088;-10.109818;-4.283081;-0.526910;-0.131383;0.365544;1;0;
164;0;1.152134;2.622442;10.220910;-12.365957;22.192146;-13.282147;0.057353;-0.291686;-0.674752;1;3.508384;0.151920;9.468541;4.049807;-17.495628;-8.268146;0.610282;0.350437;-1.245781;6;9.915680;-3.074030;0.053966;17.129945;-9.752684;-3.397736;-0.526910;-0.131383;0.365544;1;0;
165;0;0.648435;1.993370;10.776765;-26.104962;33.676166;-17.993922;0.098586;-0.286095;-0.651063;1;3.277021;0.095974;9.407018;6.448218;-25.651867;-8.439789;0.571059;0.349140;-1.230604;6;9.679460;-3.480269;-0.012073;17.256965;-9.541909;-3.032457;-0.526563;-0.098172;0.348342;1;0;
